r,A,r_scaled,A_scaled
76,18168,0.152,0.072672
133,55576,0.266,0.222304
93,27192,0.186,0.108768
184,106344,0.368,0.425376
171,91860,0.342,0.36744
66,13692,0.132,0.054768
82,21128,0.164,0.084512
189,112248,0.378,0.448992
108,36624,0.216,0.146496
50,7860,0.1,0.03144
96,28968,0.192,0.115872
177,98452,0.354,0.393808
145,66076,0.29,0.264304
65,13264,0.13,0.053056
51,8184,0.102,0.032736
198,123160,0.396,0.49264
161,81440,0.322,0.32576
85,22704,0.17,0.090816
83,21652,0.166,0.086608
155,75496,0.31,0.301984
68,14536,0.136,0.058144
176,97328,0.352,0.389312
62,12096,0.124,0.048384
80,20108,0.16,0.080432
60,11304,0.12,0.045216
152,72580,0.304,0.29032
170,90824,0.34,0.363296
191,114620,0.382,0.45848
77,18624,0.154,0.074496
125,49080,0.25,0.19632
56,9856,0.112,0.039424
127,50696,0.254,0.202784
