SNo,x,y,t
111,0.446306777860181,0.500341134844507,1
112,0.065427675873706,0.657025665350736,0
113,0.831576563805145,0.246637836213521,0
114,0.85384672174875,0.970314066377615,0
115,0.930301979617356,0.00152179785143668,0
116,0.956587989794364,0.449042826168725,0
117,0.48066788096012,0.460531383035952,1
118,0.125820278248666,0.791746408581616,0
119,0.0495402873724421,0.54375393993396,0
120,0.275734485721092,0.0690933377803738,0
121,0.0392567548152324,0.275684319099264,0
122,0.385023582906008,0.0824511172633856,0
123,0.344773427278164,0.62774156342621,1
124,0.670684013362361,0.36689020058461,1
125,0.699366228980648,0.340704608867273,0
126,0.0863297912694187,0.630060439291438,0
127,0.0560176200494252,0.275073079520405,0
128,0.95577162269306,0.623490436758609,0
129,0.965803752637377,0.0997724039944692,0
130,0.530813378063409,0.703174946225795,1
131,0.240760631505754,0.888530332543203,0
132,0.885952248184919,0.897561339148116,0
133,0.209389946520976,0.969013074864174,0
134,0.14526650595724,0.987873088097141,0
135,0.399772217683388,0.393961511270125,1
136,0.228010584706446,0.0457250103567378,0
137,0.335280875365846,0.0401016972214457,0
138,0.0859983126102008,0.170622458760916,0
139,0.115317551938499,0.98297655861032,0
140,0.312252238072572,0.203835000378934,0
141,0.575953822851159,0.48695652116414,1
142,0.270947837396966,0.589597370750083,1
143,0.915192006582018,0.326527550502926,0
144,0.393025206119299,0.205594801439715,0
145,0.504759760342892,0.502329841490057,1
146,0.825942655944239,0.949767883377973,0
147,0.012940561870551,0.572559539495297,0
148,0.82833270627462,0.15072642227203,0
149,0.389732070914345,0.487462243757892,1
150,0.87306117074241,0.37576035241399,0
151,0.482475057468971,0.68281092526522,1
152,0.967117982901222,0.305404717710523,0
153,0.112694024160828,0.0406047809126809,0
154,0.294779563925592,0.0159159228279795,0
155,0.189074766910204,0.785149163932143,0
156,0.50817288482011,0.982827194027057,0
157,0.787520165921897,0.326978377684475,0
158,0.127221123374636,0.753804110341614,0
159,0.617582495146237,0.296354877434836,1
160,0.982369332566098,0.88286239601805,0
161,0.575987868744874,0.939671704517525,0
162,0.483113327754249,0.897442376193331,0
163,0.568018855325886,0.278242701328473,1
164,0.0327844484861868,0.76272133587055,0
165,0.211768990946826,0.935271890338171,0
166,0.780890387846572,0.627855308180608,0
167,0.10991538786791,0.936491885658583,0
168,0.721359942909963,0.893142897585939,0
169,0.519838538262918,0.965543119686443,0
170,0.476903346589256,0.874587225669337,0
171,0.0317479865773339,0.37710928329132,0
172,0.0165200345295109,0.719610596410749,0
173,0.994156956669948,0.843115461917182,0
174,0.162247717456076,0.685962184186076,0
175,0.445338416120661,0.0745285959330055,0
176,0.533143927125793,0.0933771934795087,0
177,0.505092911191794,0.99019877472436,0
178,0.799772483669115,0.542803352951446,0
179,0.199697597510972,0.0696756067078913,0
180,0.737385862384637,0.834451322832355,0
181,0.00782033242649414,0.532058228055042,0
182,0.804146931881153,0.253802876572033,0
183,0.00425877608557175,0.880317576639502,0
184,0.872911806159146,0.851028280263314,0
185,0.605618434774512,0.234078225788697,0
186,0.233965572078696,0.652039375459794,0
187,0.81945153084558,0.107782106896761,0
188,0.851114409440716,0.198878585453554,0
189,0.923151669988014,0.7635027313435,0
190,0.903285419523383,0.724903393408704,0
191,0.115994983872396,0.346822264300111,0
192,0.317382919749889,0.137240395013821,0
193,0.402127963212378,0.687513194367063,1
194,0.122762396988814,0.119716613143551,0
195,0.136719401989467,0.178556589958517,0
196,0.693445300074967,0.450162931555027,1
197,0.228157257301806,0.642452023756901,0
198,0.866766893242843,0.499689758522292,0
199,0.572962351410166,0.762717157957478,0
200,0.715351820325177,0.113839380030445,0
201,0.970203655758036,0.311219437192762,0
202,0.0803437494115642,0.211260190331964,0
203,0.840563023854309,0.881104551665999,0
204,0.273925662633928,0.397310804295033,1
205,0.139084365283644,0.600893898215561,0
206,0.619651682963433,0.436194866167472,1
207,0.166390187184508,0.0124824689759326,0
208,0.718456338959959,0.660998068126383,0
209,0.214675308305153,0.666906536867333,0
210,0.851674913359655,0.316745581718509,0
211,0.757555179650688,0.753195193015596,0
212,0.714308878273847,0.427061844815995,1
213,0.54063292571373,0.78380264052367,0
214,0.423882118157988,0.17699950708868,0
215,0.241015213653918,0.351424650918424,0
216,0.625916234043388,0.160434512030536,0
217,0.0481509110183226,0.789446039492938,0
218,0.754699737650668,0.804775546679634,0
219,0.266478514888547,0.106122729417925,0
220,0.296677371159511,0.521023411546379,1
221,0.413587531733135,0.725451592693781,1
222,0.980632247859907,0.535825503773906,0
223,0.558904906995085,0.257250433907495,1
224,0.283772744370519,0.215674788325874,0
225,0.923995684796942,0.20576882511646,0
226,0.285014450217138,0.906055814542834,0
227,0.911042244597823,0.398606238606668,0
228,0.356284200379757,0.217008462742441,0
229,0.596910558918915,0.65328190459557,1
230,0.670627264618234,0.0567603833306396,0
231,0.457222433508012,0.0969261555452487,0
232,0.156295590641115,0.78765971436522,0
233,0.974977664172173,0.459217170932897,0
234,0.38804395514915,0.37694414769157,1
235,0.257782731325264,0.913680792280324,0
236,0.394519553237837,0.108552578887228,0
237,0.370229165707822,0.330651501813276,1
238,0.903158049985374,0.0321035869569069,0
239,0.772562945155689,0.178483374499941,0
240,0.86815693782091,0.283382491806234,0
241,0.500029896153151,0.208207329832114,0
242,0.253003822291737,0.0352463885374583,0
243,0.0664102007012862,0.719860419500554,0
244,0.249392267432712,0.649544672411654,0
245,0.43316183911318,0.537691274908228,1
246,0.207864987760719,0.613196610292977,0
247,0.435495464799691,0.239916987828872,0
248,0.0638009780383673,0.316661376187886,0
249,0.569156002052667,0.192972533494687,0
250,0.560847839601733,0.0996877360621876,0
251,0.869206478758346,0.906828596678948,0
252,0.957892057000609,0.0103148925166181,0
253,0.811249271878623,0.17646187132991,0
254,0.535826648835012,0.580390742784548,1
255,0.495448188621294,0.32418061342285,1
256,0.444445517586752,0.418427184418974,1
257,0.78512496677466,0.387244772812,0
258,0.556730487177489,0.249015103675898,0
259,0.843922333253511,0.121049202103656,0
260,0.721249513663933,0.255117244671619,0
261,0.209824903500185,0.738499282737495,0
262,0.94378230857839,0.720091456417037,0
263,0.705815804519605,0.78132294294486,0
264,0.673057114087537,0.13031217787895,0
265,0.266850523774908,0.586496673797488,1
266,0.46294758490424,0.579590411661002,1
267,0.617635534898208,0.768469201758722,0
268,0.414176013047889,0.593201299474203,1
269,0.250315272831505,0.242688929775119,0
270,0.223997116658835,0.889948329371376,0
271,0.184033770665542,0.669001524648164,0
272,0.154096483790361,0.10898122569033,0
273,0.0932457573214759,0.789437803341745,0
274,0.828071643518317,0.0482506919876908,0
275,0.683186500651383,0.81478587436247,0
276,0.472739042934374,0.44810679994901,1
277,0.471723019830754,0.305730594930114,1
278,0.889862832562003,0.130707196020851,0
279,0.963046288100558,0.237800600583572,0
280,0.304499087997013,0.0299263289337635,0
281,0.503404757242373,0.405514470956062,1
282,0.31354021900964,0.908951514823805,0
283,0.86123302851861,0.86485510592575,0
284,0.800791649520766,0.0166557650159373,0
285,0.973068759764111,0.963529187703286,0
286,0.998699830844393,0.601233403478392,0
287,0.897052085444821,0.831301184292557,0
288,0.071083474006077,0.540823378852021,0
289,0.584402798947134,0.83480108288806,0
290,0.626845699095561,0.91637800117786,0
291,0.953251299426542,0.624806422099847,0
292,0.447125677227567,0.452064649412439,1
293,0.113757630863114,0.01484078495523,0
294,0.107867391830248,0.311904939968095,0
295,0.87860636919672,0.283468817027038,0
296,0.630155011373644,0.0125146722479326,0
297,0.938189841778106,0.194070787725072,0
298,0.386543572129003,0.77851929970948,0
299,0.355461305638524,0.245144968966555,0
300,0.24774819717172,0.228390651395726,0
301,0.98864615382098,0.81141587850238,0
302,0.0751819322235798,0.719657312948097,0
303,0.816086043518077,0.871505639455982,0
304,0.551054714504189,0.640421835538196,1
305,0.234647120924037,0.349039453709982,0
306,0.546304397073716,0.128245205212499,0
307,0.610954901488011,0.388121086819154,1
308,0.0766750295072212,0.878598335142526,0
309,0.958388793728495,0.861475569597201,0
310,0.795193883960691,0.84639224356338,0
311,0.756987714095501,0.488886709552671,0
312,0.138049395819218,0.689599942737073,0
313,0.333374176329642,0.98618515859646,0
314,0.663043561700286,0.702981297719749,0
315,0.444757612163554,0.292564174296597,1
316,0.185362073213496,0.339257829980579,0
317,0.58705288571634,0.398455047699835,1
318,0.92773184735688,0.141835420924162,0
319,0.549624489876267,0.72746836427947,1
320,0.635978605894362,0.242251991407132,0
321,0.463786070451041,0.467445556292052,1
322,0.0772578190440581,0.529566915486738,0
323,0.737164419953322,0.501909806161146,1
324,0.401559770759921,0.550068754958952,1
325,0.117395758217851,0.507945236986478,0
326,0.820130505980985,0.493985736041323,0
327,0.449951085005864,0.40135595360834,1
328,0.471402937300225,0.499759444268308,1
329,0.673366482683162,0.385581989486507,1
330,0.386283136618455,0.829900884921616,0
331,0.208462077755696,0.84807341678444,0
332,0.195664223374643,0.942082946627439,0
333,0.163677380496486,0.207046567093137,0
334,0.541192319496159,0.212499853788176,0
335,0.460389239462274,0.934839608583059,0
336,0.328973845266259,0.230920429449026,0
337,0.225496963702839,0.552941892553559,0
338,0.382606173112339,0.289542157803449,1
339,0.411628890508613,0.60848248033248,1
340,0.95243552278375,0.831464370168496,0
341,0.584625387836539,0.112974806741334,0
342,0.585585539501899,0.936812375177076,0
343,0.472433668315613,0.691376337172173,1
344,0.889306744974715,0.185696932108,0
345,0.927052110399609,0.427972403088572,0
346,0.468468938241,0.16404250038976,0
347,0.341185227661014,0.806077720972746,0
348,0.0337899136514356,0.615712653666601,0
349,0.27178133291741,0.135174872416619,0
350,0.365889534990252,0.530117852860185,1
351,0.960717486664987,0.189059916971745,0
352,0.0896795154966784,0.182556149634792,0
353,0.178971391720218,0.589210076531959,0
354,0.268488772338484,0.897009192452305,0
355,0.0187497804960002,0.181860779496776,0
356,0.0881305537596953,0.0648840023506824,0
357,0.433146466702757,0.554818766449959,1
358,0.245275497085077,0.0954872710143622,0
359,0.262487877282541,0.258851848197566,0
360,0.469649278311827,0.472301043324313,1
361,0.317739822118422,0.355495387388158,1
362,0.285447743388567,0.0324168363737021,0
363,0.466370670342059,0.1649313448765,0
364,0.889735201788012,0.419419242730094,0
365,0.519151978902124,0.766893519445739,0
366,0.0177608248860393,0.276454018091994,0
367,0.242592945342228,0.422317669923565,0
368,0.870746883503509,0.395565470864794,0
369,0.0232952912446555,0.403029389867107,0
370,0.757840983456858,0.883223591783654,0
371,0.422887564833689,0.99229755252241,0
372,0.166947151612,0.745191330902833,0
373,0.339841849328876,0.403584935890317,1
374,0.730896033687003,0.786366461211055,0
375,0.560802223887668,0.938302642637073,0
376,0.35322477638406,0.0129294847198434,0
377,0.665525594104792,0.893588491665939,0
378,0.212378030741763,0.605222099276829,0
379,0.903612173583178,0.0572626791229763,0
380,0.716185479292732,0.0140400468437188,0
381,0.699474874743947,0.84906952960839,0
382,0.377857213550181,0.251856261050262,0
383,0.164099954610737,0.811676535667701,0
384,0.822291057008454,0.0108287967791915,0
385,0.68407188294645,0.849710026220283,0
386,0.0721919797697067,0.859458487415434,0
387,0.501010864740708,0.586425686528173,1
388,0.0494134784906234,0.325442269596012,0
389,0.188548235776158,0.540256412485734,0
390,0.692574987044826,0.0627857344517418,0
391,0.434035311189497,0.103368740576957,0
392,0.858617018842426,0.580849336265051,0
393,0.413668743061679,0.00483134016619592,0
394,0.610928423987203,0.349004453676289,1
395,0.209939639181802,0.265524784226681,0
396,0.491953297281616,0.966032612121679,0
397,0.686843910574375,0.743800936613139,0
398,0.183748717039707,0.573818035225299,0
399,0.61444033897223,0.915090890561738,0
400,0.581091376292096,0.528165313661175,1
401,0.581293878881863,0.720067236907811,1
402,0.102294578264605,0.711092197667385,0
403,0.866110662867367,0.493766288968626,0
404,0.511918619979135,0.0790999075766187,0
405,0.844175013175316,0.886935761145752,0
406,0.41667386350067,0.363355761097444,1
407,0.364687692078151,0.653399744840991,1
408,0.580004735654222,0.59610613416699,1
409,0.990452510765964,0.79700787728513,0
410,0.838187517988583,0.159268614444541,0
411,0.200748111680498,0.473286603332165,0
412,0.80088915759739,0.41854709871977,0
413,0.357756728938667,0.106159367648028,0
414,0.172614576841059,0.757209928127569,0
415,0.402676969488467,0.475595443265324,1
416,0.711001930623782,0.27345734521442,0
417,0.959165036193638,0.16440967338365,0
418,0.481491855569879,0.713968074281685,1
419,0.00107416231235217,0.147524821175041,0
420,0.714738673397684,0.919902454093053,0
421,0.492912720187061,0.531828516410584,1
422,0.504829440500973,0.32300387803605,1
423,0.84885092072601,0.128597536184172,0
424,0.601344920043528,0.033444165733384,0
425,0.163796200958917,0.587642582872716,0
426,0.583365524459335,0.817432461687099,0
427,0.0769033725731556,0.421822761847555,0
428,0.327417201980677,0.108007275549698,0
429,0.919178079310422,0.683747479544835,0
430,0.353335468728717,0.759951295219339,0
431,0.321151712127566,0.754708691851566,0
432,0.676422938088152,0.368579569909992,1
433,0.17593383052197,0.143216518286251,0
434,0.404190724903806,0.2002780186945,0
435,0.171907889271112,0.866036661372537,0
436,0.595031971854638,0.842927689590923,0
437,0.0822692038874464,0.91828506389553,0
438,0.66635589425748,0.668919595269915,1
439,0.968457162831192,0.47788527956134,0
440,0.56969617799376,0.229159192754496,0
441,0.504814447604499,0.139170411107675,0
442,0.593413727168652,0.815034386615751,0
443,0.892229918805989,0.893569468936682,0
444,0.196553972641264,0.537342274346083,0
445,0.836992471402973,0.37348458002018,0
446,0.794789994971263,0.317326682767517,0
447,0.794189352446324,0.954787378178345,0
448,0.598750741965487,0.738204028335495,0
449,0.855405578322432,0.136249870590982,0
450,0.14707004751408,0.705634402439759,0
451,0.724406811280365,0.401066901349028,1
452,0.861536276462272,0.29775953958638,0
453,0.992610611018078,0.740437834868411,0
454,0.735163257799653,0.158618308677626,0
455,0.755466867590075,0.658497606710763,0
456,0.139550112718507,0.441292799749082,0
457,0.114051301551075,0.124176275974222,0
458,0.25513684761484,0.181981301019891,0
459,0.161294964682914,0.861388551472401,0
460,0.476349651104002,0.282364361585288,1
461,0.946662545644987,0.866848450557724,0
462,0.363285547291527,0.798423309250932,0
463,0.0712466664012739,0.277705289087121,0
464,0.0487383371445995,0.127481825709102,0
465,0.319534321930043,0.928151865921985,0
466,0.813514016947483,0.83220729224021,0
467,0.330815232047259,0.864061775554,0
468,0.50475238147413,0.103747546255471,0
469,0.277634134645403,0.295654187582272,0
470,0.822423775597673,0.151792083937578,0
471,0.158406211137029,0.0379356639636381,0
472,0.781875406756008,0.178494864692211,0
473,0.233934467301673,0.353497195222181,0
474,0.203275381216442,0.670013076472102,0
475,0.699650530563505,0.416769440945596,1
476,0.576909063652581,0.99401702685003,0
477,0.65990021948698,0.864705685928793,0
478,0.758971856794773,0.857558360722642,0
479,0.0377813540575008,0.0631129672113401,0
480,0.226512873185106,0.714905321930957,0
481,0.691699497723812,0.607681432090551,1
482,0.839083986747583,0.82731500166809,0
483,0.84498358976328,0.307342820478297,0
484,0.110477567701823,0.249989525997075,0
485,0.619423894500092,0.151389301359369,0
486,0.904347166374487,0.865640777100642,0
487,0.0389647758747287,0.324557567166424,0
488,0.123958150448258,0.908726881681349,0
489,0.0849730438017161,0.184790682599317,0
490,0.564488841949258,0.717749471179093,1
491,0.0744299078706791,0.378725260672497,0
492,0.427831295145597,0.902764880984446,0
493,0.351242802269404,0.819496990097452,0
494,0.17230707275323,0.466109546118467,0
495,0.105089918759228,0.647194020751488,0
496,0.0659661921979702,0.214521167434063,0
497,0.0691413143971662,0.107518453666716,0
498,0.460092586213766,0.550724779046478,1
499,0.198851677216055,0.954560405087918,0
500,0.333511274928931,0.926591646823376,0
501,0.243019627520358,0.953285855219367,0
502,0.0505891819720106,0.548261229204136,0
503,0.512422274571109,0.711268286551939,1
504,0.955052250975302,0.335342652320556,0
505,0.740747535480534,0.850244975113424,0
506,0.772585316920926,0.852990671458184,0
507,0.498624125262082,0.508763402006013,1
508,0.640475414060278,0.312974237051315,1
509,0.179850136944954,0.936319105763137,0
510,0.476072199398685,0.0254865996658274,0
511,0.135035747725068,0.644368021583356,0
512,0.144899607237847,0.972229873748603,0
513,0.0854231091613989,0.689825998940424,0
514,0.796499462703475,0.931446322208013,0
515,0.864464980952658,0.57323337140178,0
516,0.709875204465294,0.130412638713798,0
517,0.851279407670386,0.637897195125882,0
518,0.474729843658735,0.121144052651312,0
519,0.328136078700487,0.879570065941461,0
520,0.390342606413338,0.639974515717465,1
521,0.864444739122151,0.836964420432674,0
522,0.725362010637932,0.254844943645804,0
523,0.874608703830563,0.212975520739786,0
524,0.715897042171982,0.560377912391153,1
525,0.467043039606439,0.147118349162451,0
526,0.370874642101524,0.262532571452918,0
527,0.478488205689233,0.308024675263103,1
528,0.791555899098309,0.598651605937002,0
529,0.80838624798152,0.0783593082234074,0
530,0.462838120042737,0.822596275630685,0
531,0.914768823848464,0.023605928767289,0
532,0.470877671367897,0.167514164078754,0
533,0.14036977064813,0.642172678207128,0
534,0.00171126378779824,0.8607269301362,0
535,0.0340335583472781,0.519331361408965,0
536,0.984838158350828,0.300280071003493,0
537,0.545976499349799,0.836097683681221,0
538,0.161041860543677,0.298071327292394,0
539,0.919006010945424,0.890054663592044,0
540,0.0976211699180404,0.872447588421613,0
541,0.973928956768442,0.236121550312322,0
542,0.464403282601574,0.717346631790207,1
543,0.202358729300256,0.447342633012376,0
544,0.651924433024565,0.543254732407282,1
545,0.846341296027573,0.876078237721733,0
546,0.312757804669793,0.249776770477079,0
547,0.416731945898725,0.567746330782653,1
548,0.725205691869001,0.840838810354862,0
549,0.366086749064776,0.557847846559178,1
550,0.114475172997674,0.232436025623435,0
551,0.211264256951988,0.855170112035782,0
552,0.526344354043875,0.947711678197473,0
553,0.162280190811623,0.0705945710980308,0
554,0.716556072103119,0.642390522008012,0
555,0.146982814719427,0.493484571805915,0
556,0.679645594991579,0.918331584389476,0
557,0.980738138305367,0.590390531621124,0
558,0.848667318862242,0.678647273536142,0
559,0.559202646165715,0.75353103957769,0
560,0.965155434778498,0.693027137635754,0
561,0.990248245182563,0.458456531380516,0
562,0.0143856341086261,0.157955320625545,0
563,0.206573556739173,0.735061387873749,0
564,0.883548125104768,0.978230168567146,0
565,0.11089199181222,0.320203050188815,0
566,0.931984578227617,0.361158164386245,0
567,0.77557949059437,0.865185144294605,0
568,0.661183331469625,0.11875884473266,0
569,0.709777196268447,0.516691604404101,1
570,0.555066440978584,0.131764158202225,0
571,0.730786560909258,0.00953391101655267,0
572,0.396271917687856,0.352856724221658,1
573,0.196432642730154,0.394426220280317,0
574,0.269038632171712,0.826341414277601,0
575,0.719079011920411,0.0465584183328591,0
576,0.281636164189147,0.612555709487086,1
577,0.59269241178068,0.42144803536192,1
578,0.242187780440872,0.752807725571472,0
579,0.840784477927156,0.36838903341833,0
580,0.7411381214583,0.427218802937874,0
581,0.187046445993263,0.738325903535972,0
582,0.531498530195792,0.826779764530612,0
583,0.561499993578298,0.318487430605333,1
584,0.142752093795106,0.115552994010762,0
585,0.929207200151499,0.729908474129582,0
586,0.968870077267694,0.0425110417616139,0
587,0.198464598599106,0.833391276576273,0
588,0.962240576726496,0.98071433416601,0
589,0.0621846136926602,0.661528909886968,0
590,0.961522677895391,0.812147336458856,0
591,0.466022755702037,0.0572067108271675,0
592,0.259151156646736,0.0643335734793607,0
593,0.0385668859996679,0.319428868740531,0
594,0.768465752605566,0.35413145523245,0
595,0.622997363853733,0.908375605898153,0
596,0.277974366805504,0.341388162850117,0
597,0.775553482945801,0.12784763804071,0
598,0.944717712208963,0.992460657373285,0
599,0.47803538082076,0.569492153157244,1
600,0.79135673064336,0.877945212124821,0
601,0.251674126485211,0.15348563816095,0
602,0.897134214126102,0.989170537790829,0
603,0.0776883410651648,0.239125122427533,0
604,0.41409111088798,0.759301135204407,0
605,0.459207458635423,0.261473446274862,1
606,0.690623111878812,0.179255568040188,0
607,0.406866355522939,0.928990784999445,0
608,0.961196047235837,0.129839735166095,0
609,0.479174746889237,0.467164956716432,1
610,0.788212878530944,0.242071124837767,0
611,0.550021677999767,0.788620638562655,0
612,0.492555630157029,0.0208315942533461,0
613,0.451934107324078,0.627481914417577,1
614,0.266957558815813,0.0706169605583963,0
615,0.88867356436731,0.969779919353211,0
616,0.50267895334525,0.492692460535417,1
617,0.870172179243608,0.0835774657705694,0
618,0.560473209973645,0.312537117541086,1
619,0.160072496701066,0.269980618855907,0
620,0.986645232414196,0.799441763572135,0
621,0.905337757852551,0.00916461740115872,0
622,0.894923996597027,0.36152391757887,0
623,0.217752494019341,0.098718798765316,0
624,0.934521807327178,0.846562697946356,0
625,0.166651590804873,0.814877977042868,0
626,0.513285910484048,0.0108704241043285,0
627,0.781279274626299,0.549285605805593,0
628,0.327923534125054,0.463053487922556,1
629,0.660930008003921,0.876302619872756,0
630,0.537236430466751,0.450206426647588,1
631,0.97216756361172,0.343474150329583,0
632,0.870627570837097,0.489427539282212,0
633,0.758794492929613,0.197930651343395,0
634,0.309083388796581,0.32328888975237,0
635,0.368517575025799,0.648658929694751,1
636,0.969767238465029,0.20919412803333,0
637,0.480519724302236,0.988771114958809,0
638,0.336733366985216,0.540857060598609,1
639,0.893696641965628,0.131031712578159,0
640,0.803079100234005,0.353215308558762,0
641,0.692960107090399,0.420394860869457,1
642,0.903965369753523,0.0737955873244422,0
643,0.456494008869163,0.491808529240921,1
644,0.711413185909117,0.320886573438014,0
645,0.755653931645515,0.0974197220510895,0
646,0.651607109537165,0.28376987682831,0
647,0.732744188389156,0.536438805766608,1
648,0.827274199960415,0.561863607522968,0
649,0.138537046564062,0.405496457314816,0
650,0.602729424649258,0.0198218426759456,0
651,0.789635409968735,0.611232917574808,0
652,0.478045122920557,0.517992661110122,1
653,0.845110738577838,0.304091782450719,0
654,0.530350699802093,0.79250815966749,0
655,0.212552238820378,0.787066473526445,0
656,0.569356845956928,0.529898295425763,1
657,0.0732235196387505,0.184021121907989,0
658,0.757246319557189,0.551772702742262,0
659,0.43950878057606,0.796831983512655,0
660,0.0329335304130491,0.266985963688691,0
661,0.486517465434278,0.988196815358567,0
662,0.567634958106854,0.27109785297471,1
663,0.997051820157586,0.685997361636719,0
664,0.476449939644174,0.944080918535628,0
665,0.161496914998394,0.774869759462247,0
666,0.402320014034547,0.488200184650812,1
667,0.528302287928901,0.78325725755806,0
668,0.563579898590026,0.0817271895155903,0
669,0.942349737948901,0.385972708643401,0
670,0.228684848746604,0.152402226418444,0
671,0.961457829438829,0.918905026241627,0
672,0.108334334617636,0.96858745811907,0
673,0.528062876094162,0.121708814111403,0
674,0.21054635718956,0.548723066481167,0
675,0.779192486209419,0.275501497218153,0
676,0.122354826946908,0.341705063051407,0
677,0.372562926901767,0.335743460960567,1
678,0.533304377241668,0.801438594610169,0
679,0.043597959467954,0.206947269945847,0
680,0.520940840952536,0.159113376941119,0
681,0.827641842806545,0.586269781266465,0
682,0.631011244669096,0.43768247935813,1
683,0.384746459491899,0.0811566613061152,0
684,0.00159600749686174,0.289966262080691,0
685,0.620441223317963,0.675519130041599,1
686,0.609422964793361,0.0535360719326586,0
687,0.568147134766051,0.880531303994605,0
688,0.305528134249862,0.567612439192651,1
689,0.87986248074093,0.599047499987785,0
690,0.743034976880548,0.875343006046183,0
691,0.47545100444716,0.927726873163007,0
