r,A,r_scaled,A_scaled
303,288408,0.606,1.153632
337,356792,0.674,1.427168
377,446548,0.754,1.786192
418,548920,0.836,2.19568
465,679356,0.93,2.717424
245,188604,0.49,0.754416
411,530740,0.822,2.12296
221,153456,0.442,0.613824
217,147948,0.434,0.591792
289,262376,0.578,1.049504
249,194824,0.498,0.779296
243,185520,0.486,0.74208
352,389284,0.704,1.557136
469,691096,0.938,2.764384
330,342140,0.66,1.36856
344,371756,0.688,1.487024
311,303848,0.622,1.215392
254,202744,0.508,0.810976
484,735968,0.968,2.943872
479,720844,0.958,2.883376
461,667648,0.922,2.670592
203,129488,0.406,0.517952
265,220620,0.53,0.88248
428,575548,0.856,2.302192
67,14108,0.134,0.056432
51,8184,0.102,0.032736
126,49884,0.252,0.199536
143,64284,0.286,0.257136
165,85564,0.33,0.342256
61,11684,0.122,0.046736
97,29580,0.194,0.11832
192,115816,0.384,0.463264
141,62456,0.282,0.249824
69,14964,0.138,0.059856
109,37340,0.218,0.14936
65,13264,0.13,0.053056
154,74484,0.308,0.297936
103,33332,0.206,0.133328
169,89720,0.338,0.35888
185,107556,0.37,0.430224
132,54756,0.264,0.219024
82,21128,0.164,0.084512
187,109888,0.374,0.439552
183,105204,0.366,0.420816
152,72580,0.304,0.29032
161,81440,0.322,0.32576
70,15380,0.14,0.06152
71,15856,0.142,0.063424
106,35316,0.212,0.141264
181,102920,0.362,0.41168
184,106344,0.368,0.425376
57,10216,0.114,0.040864
111,38704,0.222,0.154816
56,9856,0.112,0.039424
88,24344,0.176,0.097376
168,88700,0.336,0.3548
86,23236,0.172,0.092944
195,119488,0.39,0.477952
160,80452,0.32,0.321808
72,16292,0.144,0.065168
79,19616,0.158,0.078464
137,58972,0.274,0.235888
182,104076,0.364,0.416304
170,90824,0.34,0.363296
124,48320,0.248,0.19328
93,27192,0.186,0.108768
139,60728,0.278,0.242912
173,94056,0.346,0.376224
177,98452,0.354,0.393808
163,83492,0.326,0.333968
196,120692,0.392,0.482768
81,20636,0.162,0.082544
188,111044,0.376,0.444176
128,51468,0.256,0.205872
140,61572,0.28,0.246288
99,30792,0.198,0.123168
110,38024,0.22,0.152096
131,53924,0.262,0.215696
77,18624,0.154,0.074496
95,28372,0.19,0.113488
134,56428,0.268,0.225712
119,44512,0.238,0.178048
98,30172,0.196,0.120688
116,42272,0.232,0.169088
189,112248,0.378,0.448992
117,43020,0.234,0.17208
87,23784,0.174,0.095136
175,96224,0.35,0.384896
145,66076,0.29,0.264304
157,77452,0.314,0.309808
153,73568,0.306,0.294272
178,99552,0.356,0.398208
115,41564,0.23,0.166256
148,68836,0.296,0.275344
96,28968,0.192,0.115872
180,101780,0.36,0.40712
73,16752,0.146,0.067008
90,25448,0.18,0.101792
50,7860,0.1,0.03144
147,67896,0.294,0.271584
107,35976,0.214,0.143904
151,71636,0.302,0.286544
127,50696,0.254,0.202784
74,17200,0.148,0.0688
130,53096,0.26,0.212384
146,66964,0.292,0.267856
105,34664,0.21,0.138656
91,26008,0.182,0.104032
199,124420,0.398,0.49768
94,27768,0.188,0.111072
172,92952,0.344,0.371808
155,75496,0.31,0.301984
144,65168,0.288,0.260672
164,84504,0.328,0.338016
114,40860,0.228,0.16344
92,26612,0.184,0.106448
75,17692,0.15,0.070768
66,13692,0.132,0.054768
121,46008,0.242,0.184032
52,8492,0.104,0.033968
179,100668,0.358,0.402672
84,22172,0.168,0.088688
55,9500,0.11,0.038
190,113424,0.38,0.453696
166,86556,0.332,0.346224
89,24884,0.178,0.099536
198,123160,0.396,0.49264
158,78456,0.316,0.313824
78,19116,0.156,0.076464
