r,A,r_scaled,A_scaled
149,69748,0.298,0.278992
104,33992,0.208,0.135968
148,68836,0.296,0.275344
83,21652,0.166,0.086608
114,40860,0.228,0.16344
91,26008,0.182,0.104032
100,31428,0.2,0.125712
199,124420,0.398,0.49768
196,120692,0.392,0.482768
62,12096,0.124,0.048384
103,33332,0.206,0.133328
57,10216,0.114,0.040864
53,8820,0.106,0.03528
71,15856,0.142,0.063424
134,56428,0.268,0.225712
161,81440,0.322,0.32576
133,55576,0.266,0.222304
72,16292,0.144,0.065168
99,30792,0.198,0.123168
185,107556,0.37,0.430224
162,82452,0.324,0.329808
73,16752,0.146,0.067008
154,74484,0.308,0.297936
78,19116,0.156,0.076464
191,114620,0.382,0.45848
106,35316,0.212,0.141264
190,113424,0.38,0.453696
143,64284,0.286,0.257136
116,42272,0.232,0.169088
111,38704,0.222,0.154816
80,20108,0.16,0.080432
159,79416,0.318,0.317664
176,97328,0.352,0.389312
70,15380,0.14,0.06152
50,7860,0.1,0.03144
117,43020,0.234,0.17208
64,12892,0.128,0.051568
107,35976,0.214,0.143904
51,8184,0.102,0.032736
110,38024,0.22,0.152096
136,58128,0.272,0.232512
98,30172,0.196,0.120688
59,10960,0.118,0.04384
82,21128,0.164,0.084512
158,78456,0.316,0.313824
96,28968,0.192,0.115872
142,63344,0.284,0.253376
74,17200,0.148,0.0688
63,12492,0.126,0.049968
