r,A,r_scaled,A_scaled
69,14964,0.138,0.059856
152,72580,0.304,0.29032
93,27192,0.186,0.108768
65,13264,0.13,0.053056
73,16752,0.146,0.067008
100,31428,0.2,0.125712
60,11304,0.12,0.045216
54,9176,0.108,0.036704
134,56428,0.268,0.225712
103,33332,0.206,0.133328
89,24884,0.178,0.099536
146,66964,0.292,0.267856
90,25448,0.18,0.101792
130,53096,0.26,0.212384
102,32688,0.204,0.130752
64,12892,0.128,0.051568
153,73568,0.306,0.294272
198,123160,0.396,0.49264
195,119488,0.39,0.477952
77,18624,0.154,0.074496
101,32052,0.202,0.128208
85,22704,0.17,0.090816
173,94056,0.346,0.376224
197,121900,0.394,0.4876
151,71636,0.302,0.286544
55,9500,0.11,0.038
199,124420,0.398,0.49768
150,70688,0.3,0.282752
180,101780,0.36,0.40712
97,29580,0.194,0.11832
63,12492,0.126,0.049968
91,26008,0.182,0.104032
106,35316,0.212,0.141264
76,18168,0.152,0.072672
80,20108,0.16,0.080432
158,78456,0.316,0.313824
166,86556,0.332,0.346224
127,50696,0.254,0.202784
59,10960,0.118,0.04384
148,68836,0.296,0.275344
187,109888,0.374,0.439552
124,48320,0.248,0.19328
159,79416,0.318,0.317664
138,59848,0.276,0.239392
79,19616,0.158,0.078464
177,98452,0.354,0.393808
66,13692,0.132,0.054768
114,40860,0.228,0.16344
68,14536,0.136,0.058144
94,27768,0.188,0.111072
52,8492,0.104,0.033968
120,45244,0.24,0.180976
98,30172,0.196,0.120688
50,7860,0.1,0.03144
61,11684,0.122,0.046736
136,58128,0.272,0.232512
107,35976,0.214,0.143904
160,80452,0.32,0.321808
121,46008,0.242,0.184032
116,42272,0.232,0.169088
78,19116,0.156,0.076464
105,34664,0.21,0.138656
53,8820,0.106,0.03528
131,53924,0.262,0.215696
84,22172,0.168,0.088688
154,74484,0.308,0.297936
67,14108,0.134,0.056432
